depth,table,price,x,y,z,df_original,id,cut_int,color_int,clarity_int,raw_density,carat_sqr
62.0,57.0,,6.39,6.45,3.98,0,1962.0,5,6,7,3.6942729442239775,1.04060401
68.4,54.0,,4.94,4.82,3.35,0,1963.0,1,5,1,3.7609924406559263,0.0625
63.5,57.0,,4.7,4.72,2.99,0,1964.0,2,2,2,3.7087201357572477,0.028257609999999992
61.5,56.0,,4.79,4.74,2.93,0,1965.0,5,6,6,3.6076945992721656,0.025600000000000005
61.1,56.0,,5.84,5.82,3.56,0,1966.0,5,1,5,3.57024415709709,0.26873855999999996
62.0,56.0,,4.56,4.54,2.82,0,1967.0,5,3,5,3.597074981952961,0.015006249999999997
62.3,56.0,,4.32,4.35,2.7,0,1968.0,5,2,3,3.5476089115935854,0.0081
61.7,57.0,,4.7,4.74,2.91,0,1969.0,5,6,7,3.702048065541059,0.025600000000000005
61.0,59.0,,5.64,5.71,3.5,0,1970.0,4,6,6,3.7261989044975214,0.24009999999999995
61.1,56.0,,5.34,5.29,3.25,0,1971.0,5,6,5,3.6598137742973242,0.09834496000000004
61.3,56.0,,5.21,5.17,3.18,0,1972.0,5,6,4,3.6424970409965143,0.07311616000000001
60.5,55.0,,6.73,6.79,4.09,0,1973.0,5,6,2,3.595515179085308,1.5735193600000006
61.7,60.0,,4.71,4.75,2.92,0,1974.0,4,3,3,3.7656308120445083,0.028257609999999992
62.5,55.0,,6.17,6.21,3.87,0,1975.0,5,4,3,3.641715634085512,0.6561
61.7,55.0,,5.17,5.2,3.2,0,1976.0,5,7,2,3.626692456479691,0.07311616000000001
61.3,59.0,,7.19,7.23,4.42,0,1977.0,3,2,3,3.6558622966194836,3.8415999999999992
61.8,56.0,,4.31,4.33,2.67,0,1978.0,5,2,6,3.612402026388958,0.0081
60.8,57.0,,7.24,7.21,4.39,0,1979.0,5,6,4,3.6393824751672366,3.733010409999999
59.0,62.0,,5.79,5.81,3.42,0,1980.0,3,4,2,3.650635630422791,0.24009999999999995
62.0,59.0,,8.04,8.1,5.0,0,1981.0,4,1,2,3.703703703703703,16.322408009999993
61.6,61.0,,5.66,5.68,3.49,0,1982.0,2,5,2,3.743338461825861,0.24009999999999995
57.5,63.0,,4.24,4.28,2.45,0,1983.0,2,6,5,3.6436722458336184,0.005314410000000001
63.8,58.0,,6.32,6.28,4.02,0,1984.0,2,2,3,3.760524957250352,1.0
61.9,56.0,,6.78,6.82,4.21,0,1985.0,5,3,3,3.6985912004474306,2.0736
62.2,56.0,,6.41,6.35,3.97,0,1986.0,5,4,5,3.7130345365741486,1.0
61.4,55.0,,4.05,3.99,2.47,0,1987.0,4,7,4,3.6077598404468207,0.0033177599999999995
62.1,55.0,,5.09,5.05,3.15,0,1988.0,5,4,6,3.7051137053082246,0.0625
62.4,57.0,,5.76,5.81,3.61,0,1989.0,5,6,4,3.724832054772316,0.31640625
62.7,57.0,,4.32,4.26,2.69,0,1990.0,5,4,6,3.6360251554764353,0.0081
61.5,59.0,,6.35,6.4,3.92,0,1991.0,3,3,3,3.7662702876426164,1.0
63.2,57.0,,4.51,4.48,2.84,0,1992.0,3,3,3,3.659707691827238,0.015006249999999997
59.5,59.0,,4.35,4.39,2.6,0,1993.0,2,6,6,3.6253119278804617,0.0081
62.1,58.0,,4.63,4.65,2.88,0,1994.0,3,3,6,3.773891637056133,0.023134410000000005
62.7,58.0,,6.28,6.32,3.95,0,1995.0,2,1,2,3.8271671716826363,1.0
63.0,57.0,,6.1,6.19,3.87,0,1996.0,3,3,3,3.7364673671927084,0.6857496100000001
60.6,59.0,,6.02,5.97,3.63,0,1997.0,4,4,4,3.679288050403672,0.4096000000000001
63.5,56.0,,6.79,6.75,4.3,0,1998.0,3,5,3,3.7142324363614216,2.2153345599999996
62.5,56.0,,5.07,5.1,3.18,0,1999.0,5,6,3,3.7214841278701947,0.06765201
60.0,60.0,,4.37,4.39,2.63,0,2000.0,5,6,7,3.567556003543693,0.0081
60.1,58.0,,4.45,4.47,2.68,0,2001.0,4,5,4,3.7141792733039423,0.011859210000000002
61.6,55.0,,4.75,4.83,2.95,0,2002.0,3,6,2,3.5460796427324768,0.025600000000000005
61.2,60.0,,4.41,4.35,2.68,0,2003.0,4,7,3,3.6178478940040586,0.009235209999999999
62.5,54.0,,4.78,4.79,2.99,0,2004.0,5,1,2,3.593358176974292,0.028257609999999992
62.3,56.0,,6.51,6.56,4.07,0,2005.0,5,2,4,3.6591303310422116,1.2624769600000003
62.1,57.0,,6.17,6.2,3.84,0,2006.0,5,4,5,3.716931562712397,0.6857496100000001
59.9,59.0,,4.38,4.4,2.63,0,2007.0,4,3,5,3.669698705898507,0.009235209999999999
62.4,60.0,,6.77,6.73,4.21,0,2008.0,4,5,2,3.784868472249467,2.14358881
62.6,58.0,,5.13,5.1,3.2,0,2009.0,4,4,3,3.7266368535718386,0.07311616000000001
62.1,53.6,,4.36,4.39,2.72,0,2010.0,5,1,4,3.572671048733384,0.009235209999999999
63.2,57.0,,6.54,6.57,4.14,0,2011.0,2,3,3,3.676497621306039,1.4115816100000005
63.5,57.0,,4.72,4.76,3.01,0,2012.0,2,2,6,3.6376395256565384,0.028257609999999992
63.4,57.0,,6.3,6.39,4.02,0,2013.0,3,2,2,3.744597676347379,1.04060401
59.8,68.0,,8.13,7.95,4.81,0,2014.0,1,5,2,3.8599217043831673,16.0
62.9,57.0,,4.31,4.28,2.7,0,2015.0,5,3,3,3.613996284811819,0.0081
65.3,59.0,,6.3,6.25,4.1,0,2016.0,1,6,2,3.828106852497097,1.1255088100000001
62.7,63.0,,6.05,6.0,3.78,0,2017.0,3,4,4,3.9791857973676166,0.6857496100000001
62.0,58.0,,4.3,4.35,2.68,0,2018.0,4,7,3,3.7103974912925355,0.009235209999999999
62.7,58.0,,6.12,6.19,3.86,0,2019.0,3,5,4,3.692873099585955,0.6561
62.2,59.0,,4.28,4.24,2.65,0,2020.0,4,4,5,3.7429756823028777,0.0081
62.7,59.0,,6.11,6.17,3.85,0,2021.0,3,3,4,3.7205458082040037,0.6561
60.0,64.0,,8.17,8.09,4.88,0,2022.0,2,6,2,3.7390124190522416,16.322408009999993
60.6,56.0,,7.44,7.47,4.52,0,2023.0,5,2,4,3.6065854434963196,5.19885601
59.4,59.0,,6.49,6.51,3.86,0,2024.0,3,6,2,3.715862490866245,1.04060401
61.6,58.0,,4.28,4.32,2.65,0,2025.0,5,5,8,3.673661317815788,0.0081
61.5,60.0,,4.85,4.78,2.96,0,2026.0,4,6,3,3.7597447337342955,0.03418801
58.1,61.0,,5.76,5.8,3.36,0,2027.0,2,5,2,3.7416187739463598,0.24009999999999995
61.4,57.0,,7.25,7.09,4.4,0,2028.0,5,5,5,3.6078896056523604,3.421020160000001
62.1,55.0,,5.71,5.72,3.55,0,2029.0,3,3,5,3.674084234504549,0.25411680999999997
61.1,57.0,,4.74,4.78,2.91,0,2030.0,5,3,5,3.640089102101041,0.025600000000000005
62.1,56.0,,6.5,6.46,4.03,0,2031.0,5,5,3,3.652057059550395,1.1255088100000001
61.2,59.0,,6.53,6.47,3.98,0,2032.0,4,6,4,3.6752589264516344,1.1255088100000001
61.8,57.0,,6.83,6.79,4.21,0,2033.0,5,4,4,3.7184679868870423,2.14358881
60.7,61.0,,7.27,7.3,4.42,0,2034.0,2,1,5,3.836745294082691,5.0625
61.5,59.0,,7.06,7.0,4.32,0,2035.0,4,4,5,3.6815953954764153,2.9449992100000006
61.4,58.0,,7.72,7.76,4.75,0,2036.0,4,5,4,3.689917598868707,9.37890625
60.9,61.0,,4.66,4.73,2.86,0,2037.0,3,1,8,3.616777201511661,0.02085136
61.8,54.0,,5.31,5.33,3.29,0,2038.0,5,4,8,3.6084579548117324,0.09834496000000004
61.2,57.0,,5.75,5.79,3.53,0,2039.0,5,2,4,3.675891068541967,0.26873855999999996
62.6,58.0,,4.72,4.68,2.94,0,2040.0,4,5,5,3.6955242766380794,0.025600000000000005
62.2,56.0,,5.19,5.26,3.25,0,2041.0,5,3,3,3.651813142131611,0.08503056000000002
60.7,56.0,,7.31,7.22,1.41,0,2042.0,5,3,5,11.368330105990731,3.952541609999999
59.2,62.0,,7.22,7.16,4.26,0,2043.0,4,4,2,3.623623540715035,3.1290072100000006
61.7,57.0,,4.32,4.3,2.66,0,2044.0,5,4,5,3.64282800023314,0.0081
62.7,56.0,,8.08,8.03,5.05,0,2045.0,5,1,3,3.680688155618763,16.322408009999993
62.9,58.0,,4.02,4.06,2.54,0,2046.0,5,6,6,3.7630396560697545,0.004569760000000001
62.7,55.0,,7.54,7.58,4.74,0,2047.0,5,5,4,3.7651412942358706,8.352099999999998
62.3,56.0,,6.93,6.85,4.29,0,2048.0,4,2,3,3.7417422951596806,2.6014464100000003
63.8,60.0,,6.31,6.36,4.04,0,2049.0,2,6,3,3.7377029572705798,1.04060401
67.6,54.0,,5.56,5.41,3.71,0,2050.0,1,1,7,3.763598823448826,0.24009999999999995
60.1,60.0,,6.45,6.49,3.89,0,2051.0,3,6,3,3.6846584547297803,1.0
59.5,60.0,,4.46,4.48,2.66,0,2052.0,4,5,4,3.612490547316401,0.01048576
59.2,60.0,,6.4,6.35,3.76,0,2053.0,4,3,3,3.612414139721897,0.7163929600000001
62.5,59.0,,6.11,6.15,3.83,0,2054.0,3,7,3,3.7521367637174214,0.6561
62.1,57.0,,4.42,4.4,2.74,0,2055.0,5,4,6,3.6030950586553843,0.01048576
61.5,54.0,,4.35,4.4,2.69,0,2056.0,5,3,4,3.6125904604304804,0.009235209999999999
62.3,55.0,,5.64,5.7,3.53,0,2057.0,5,2,7,3.701013125907409,0.24009999999999995
62.0,58.0,,7.68,7.65,4.75,0,2058.0,4,5,3,3.6979704162366707,8.75213056
61.7,56.0,,4.4,4.43,2.72,0,2059.0,3,3,7,3.6213952028584875,0.01048576
62.1,55.0,,4.78,4.81,2.98,0,2060.0,5,7,6,3.6779964330440307,0.031116959999999996
62.8,62.0,,6.69,6.65,4.19,0,2061.0,4,4,2,3.8625197260089443,2.0736
60.8,55.0,,8.09,7.95,4.88,0,2062.0,4,4,2,3.8233651195164815,16.0
63.6,62.0,,5.61,5.58,3.56,0,2063.0,2,6,6,3.7687925456298474,0.24009999999999995
60.7,58.0,,6.46,6.53,3.94,0,2064.0,3,4,7,3.6100176835512894,1.0
62.7,59.0,,4.27,4.21,2.66,0,2065.0,4,1,3,3.764271136100109,0.0081
62.4,54.0,,6.74,6.79,4.22,0,2066.0,5,6,5,3.6659888177399393,1.9387777599999996
65.3,56.0,,5.05,5.0,3.28,0,2067.0,1,1,4,3.7672059888915728,0.07311616000000001
62.7,59.0,,6.27,6.33,3.95,0,2068.0,3,3,3,3.8654875398783886,1.04060401
62.3,56.0,,4.77,4.79,2.98,0,2069.0,5,5,7,3.612974950892181,0.028257609999999992
61.9,57.0,,5.25,5.29,3.26,0,2070.0,5,2,3,3.711134563419811,0.09834496000000004
62.8,57.0,,5.25,5.29,3.31,0,2071.0,3,7,4,3.655075128927065,0.09834496000000004
62.4,59.0,,6.86,6.82,4.27,0,2072.0,4,7,3,3.7242306515355312,2.3642137599999997
63.2,58.0,,7.56,7.5,4.76,0,2073.0,3,1,4,3.779289493575208,8.352099999999998
62.1,58.0,,4.4,4.43,2.74,0,2074.0,4,4,7,3.7073042131452767,0.011859210000000002
63.1,58.0,,6.2,6.25,3.93,0,2075.0,3,3,3,3.782319625707954,0.8493465599999999
62.6,58.0,,6.48,6.37,4.02,0,2076.0,4,5,5,3.6520114700640645,1.04060401
62.7,54.0,,5.43,5.39,3.39,0,2077.0,5,5,3,3.6283920590099914,0.1296
62.0,63.0,,6.06,6.13,3.78,0,2078.0,2,4,4,3.8456420799385933,0.6561
63.5,57.0,,4.91,4.85,3.1,0,2079.0,3,2,7,3.738730470721068,0.044774560000000005
63.6,60.0,,7.25,7.21,4.6,0,2080.0,2,1,3,3.792833125739489,5.33794816
62.2,55.0,,4.4,4.44,2.75,0,2081.0,5,1,8,3.573821755639937,0.01048576
60.9,59.0,,6.44,6.56,3.96,0,2082.0,4,5,6,3.6581922849155086,1.08243216
61.0,55.0,,4.52,4.47,2.74,0,2083.0,5,7,7,3.5765859774419306,0.011859210000000002
66.4,60.0,,5.92,5.86,3.91,0,2084.0,1,2,2,3.981050435839504,0.6561
62.0,55.0,,5.97,5.99,3.71,0,2085.0,5,6,4,3.663204855166491,0.4304672100000001
60.7,60.0,,5.75,5.78,3.5,0,2086.0,5,2,2,3.7138128908852543,0.26873855999999996
61.8,58.0,,5.73,5.7,3.53,0,2087.0,4,6,2,3.642882029688968,0.24009999999999995
63.4,55.0,,4.33,4.31,2.74,0,2088.0,3,6,3,3.637451529491655,0.009235209999999999
62.0,54.0,,4.92,4.95,3.06,0,2089.0,5,3,5,3.6230308827152444,0.04100625
58.5,61.0,,5.26,5.23,3.07,0,2090.0,4,3,4,3.623227617102894,0.06765201
63.4,60.0,,6.07,6.02,3.83,0,2091.0,3,6,2,3.8584226959511057,0.6561
63.8,55.0,,6.97,6.94,4.44,0,2092.0,2,4,3,3.7993993149683036,3.421020160000001
62.1,54.0,,4.4,4.45,2.75,0,2093.0,5,7,3,3.565790695514904,0.01048576
61.2,60.0,,6.82,6.75,4.15,0,2094.0,4,4,3,3.8315529959525287,2.2153345599999996
60.6,54.0,,6.97,7.02,4.24,0,2095.0,5,7,2,3.557301004581804,2.28886641
62.8,57.0,,4.76,4.73,2.98,0,2096.0,5,7,5,3.666492066128493,0.028257609999999992
62.0,56.0,,6.59,6.63,4.1,0,2097.0,5,3,6,3.684352171146868,1.4641000000000004
63.6,56.0,,6.3,6.35,4.02,0,2098.0,3,7,4,3.730876923966595,1.0
63.1,58.0,,4.32,4.27,2.71,0,2099.0,3,3,4,3.720763202948189,0.009235209999999999
62.8,57.0,,4.33,4.37,2.73,0,2100.0,3,6,4,3.600650463313698,0.009235209999999999
63.2,54.0,,7.96,7.82,4.99,0,2101.0,3,4,2,3.901954972160775,16.64966416
60.6,56.0,,6.92,6.94,4.2,0,2102.0,5,2,2,3.5993308219324778,2.14358881
62.3,54.0,,4.89,4.86,3.04,0,2103.0,5,1,4,3.654140273808053,0.03748096
61.1,56.0,,6.52,6.58,4.0,0,2104.0,5,3,3,3.671191750424227,1.2155062500000002
63.1,56.0,,5.07,5.01,3.18,0,2105.0,3,2,5,3.714056015838518,0.0625
61.6,55.0,,5.66,5.7,3.5,0,2106.0,3,5,3,3.7195462153617247,0.24009999999999995
61.1,56.0,,5.95,5.97,3.64,0,2107.0,5,1,3,3.6195382675683345,0.3701505600000001
62.3,59.0,,8.37,8.26,5.18,0,2108.0,4,3,2,3.652350758497757,22.585305760000008
61.1,57.0,,4.82,4.84,2.95,0,2109.0,5,5,6,3.661728370664557,0.031116959999999996
63.4,58.0,,8.03,7.96,5.07,0,2110.0,3,4,3,3.7954960089341165,17.661006249999993
61.4,57.0,,5.76,5.71,3.52,0,2111.0,5,4,3,3.679665525659395,0.25411680999999997
60.0,57.0,,4.07,4.1,2.45,0,2112.0,3,6,6,3.522233487390281,0.0033177599999999995
61.6,58.0,,5.19,5.23,3.21,0,2113.0,3,6,3,3.6496653205254868,0.07890481000000002
63.3,58.0,,7.19,7.24,4.57,0,2114.0,2,2,5,3.7831960955129564,5.0625
62.6,58.0,,5.19,5.16,3.24,0,2115.0,4,3,4,3.7340741736493857,0.08503056000000002
62.5,56.0,,6.58,6.53,4.1,0,2116.0,5,3,3,3.7124004506195685,1.4115816100000005
62.7,56.0,,5.6,5.66,3.53,0,2117.0,2,3,7,3.7537913292425347,0.24009999999999995
63.0,57.0,,7.11,7.05,4.46,0,2118.0,5,1,4,3.676869711732073,3.522753610000001
59.4,60.0,,5.84,5.87,3.48,0,2119.0,3,5,3,3.671503260294895,0.28398240999999996
64.0,61.0,,7.18,7.14,4.58,0,2120.0,2,3,2,3.833137298173823,5.0625
59.6,59.0,,5.36,5.32,3.18,0,2121.0,4,4,4,3.63923749108056,0.09150625000000003
61.5,56.0,,4.31,4.34,2.66,0,2122.0,3,5,5,3.617627686781936,0.0081
61.6,55.0,,4.37,4.39,2.7,0,2123.0,5,4,4,3.5908992712212005,0.009235209999999999
60.8,58.0,,6.44,6.49,3.93,0,2124.0,3,5,4,3.6893470432878757,1.04060401
62.0,56.0,,4.3,4.34,2.68,0,2125.0,5,6,4,3.5989807686463196,0.0081
60.9,57.0,,4.35,4.32,2.64,0,2126.0,5,4,6,3.6282363868570773,0.0081
62.8,55.0,,7.27,7.31,4.58,0,2127.0,5,3,2,3.6976452565090616,5.0625
62.5,56.0,,4.77,4.74,2.97,0,2128.0,5,3,6,3.6633797215491883,0.028257609999999992
61.6,57.0,,5.73,5.76,3.54,0,2129.0,5,4,3,3.6461055074064213,0.25411680999999997
61.0,56.0,,4.38,4.41,2.68,0,2130.0,5,6,4,3.593068113908141,0.009235209999999999
61.3,53.0,,6.52,6.54,4.0,0,2131.0,5,2,4,3.5529352169752917,1.04060401
61.7,57.0,,4.33,4.36,2.68,0,2132.0,5,7,6,3.5576508625801213,0.0081
61.9,55.0,,4.95,4.99,3.08,0,2133.0,5,3,5,3.6278775575550943,0.044774560000000005
59.5,60.0,,5.78,5.73,3.43,0,2134.0,4,7,2,3.6971980045482917,0.24009999999999995
60.7,58.0,,6.51,6.53,3.96,0,2135.0,5,7,2,3.671124552416851,1.1255088100000001
62.1,54.0,,4.8,4.83,2.99,0,2136.0,5,7,4,3.6353060927730114,0.031116959999999996
58.6,60.0,,5.89,5.78,3.42,0,2137.0,4,7,2,3.607281638101634,0.24009999999999995
67.3,59.0,,5.93,5.84,3.96,0,2138.0,1,2,3,3.9375948960369946,0.6561
62.4,58.0,,5.42,5.35,3.36,0,2139.0,4,3,3,3.63338079308697,0.12117360999999997
60.2,60.0,,7.41,7.44,4.47,0,2140.0,4,3,8,3.67645734038551,5.19885601
62.3,54.0,,5.41,5.38,3.36,0,2141.0,4,7,3,3.619798901151759,0.12117360999999997
63.6,59.0,,6.35,6.32,4.03,0,2142.0,2,6,5,3.7098418890119182,1.0
62.9,58.0,,5.04,5.01,3.16,0,2143.0,4,3,3,3.759810096503798,0.0625
59.5,60.0,,5.43,5.42,3.23,0,2144.0,4,5,3,3.5976960354588927,0.10556000999999997
61.5,63.0,,5.73,5.65,3.5,0,2145.0,3,4,1,3.7066209516749287,0.24009999999999995
62.9,57.0,,6.41,6.37,4.02,0,2146.0,5,2,3,3.7284464269219564,1.08243216
60.1,64.0,,5.83,5.75,3.48,0,2147.0,2,1,3,3.703122709657178,0.26873855999999996
61.9,57.0,,4.3,4.33,2.67,0,2148.0,5,3,7,3.620802961334048,0.0081
61.2,55.0,,4.75,4.8,2.92,0,2149.0,3,1,7,3.604902667627975,0.025600000000000005
62.1,57.0,,5.8,5.82,3.61,0,2150.0,5,5,4,3.692787641076798,0.31640625
62.8,56.0,,5.41,5.45,3.41,0,2151.0,3,6,2,3.580588021073152,0.1296
62.2,54.0,,4.43,4.45,2.76,0,2152.0,5,2,7,3.639086434919351,0.011859210000000002
66.8,55.0,,5.98,5.9,3.97,0,2153.0,1,3,3,3.855227910365094,0.6561
61.4,59.0,,4.31,4.26,2.63,0,2154.0,4,7,2,3.7276050150203845,0.0081
62.6,56.0,,4.29,4.33,2.7,0,2155.0,5,6,4,3.5889181385717177,0.0081
62.4,59.0,,4.34,4.38,2.72,0,2156.0,4,4,4,3.5973293426959825,0.009235209999999999
62.8,56.0,,7.76,7.82,4.89,0,2157.0,3,6,2,3.7001983629837176,11.215131210000001
61.0,56.0,,6.52,6.49,3.97,0,2158.0,5,5,5,3.6430792839534814,1.08243216
61.4,62.0,,5.1,5.07,3.12,0,2159.0,4,6,3,3.7186775787541544,0.0625
60.9,56.0,,4.34,4.36,2.65,0,2160.0,5,4,8,3.589636002932334,0.0081
60.9,57.0,,6.7,6.73,4.09,0,2161.0,5,2,5,3.6438131441774986,1.5735193600000006
62.7,59.0,,6.31,6.22,3.93,0,2162.0,4,3,2,3.9288036975566456,1.04060401
58.7,62.0,,6.32,6.29,3.7,0,2163.0,4,7,4,3.6713375144881857,0.6561
58.7,63.0,,6.61,6.55,3.86,0,2164.0,3,6,2,3.6620254483243633,1.08243216
58.3,61.0,,6.55,6.48,3.8,0,2165.0,4,7,6,3.7200720205943183,1.0
64.4,58.0,,7.17,7.11,4.59,0,2166.0,1,5,2,3.7180721293428567,4.42050625
62.5,58.0,,6.76,6.81,4.24,0,2167.0,4,3,2,3.688695721457241,2.0736
63.3,57.0,,3.9,3.93,2.48,0,2168.0,3,7,7,3.630531825557682,0.0027984100000000003
60.5,58.0,,6.95,6.89,4.19,0,2169.0,5,2,5,3.61841663421015,2.14358881
64.7,56.0,,4.68,4.72,3.04,0,2170.0,1,4,6,3.6633100025160688,0.028257609999999992
61.4,59.0,,6.98,6.94,4.27,0,2171.0,4,4,3,3.6839370732494907,2.6014464100000003
63.3,63.0,,6.87,6.82,4.33,0,2172.0,3,2,4,3.756003283634115,2.6014464100000003
60.5,57.0,,5.85,5.88,3.55,0,2173.0,5,6,3,3.586844633122299,0.28398240999999996
61.2,55.0,,6.63,6.67,4.07,0,2174.0,3,4,5,3.5669847822594978,1.3107960100000002
62.8,58.0,,6.45,6.42,4.04,0,2175.0,4,6,6,3.729996994483191,1.1698585600000002
61.7,55.0,,5.13,5.17,3.18,0,2176.0,5,5,5,3.6281597269575045,0.06765201
62.9,57.0,,7.28,7.26,4.57,0,2177.0,4,2,2,3.7261326300514686,5.0625
62.2,56.0,,4.39,4.36,2.72,0,2178.0,4,3,3,3.6879185019183325,0.01048576
60.9,56.0,,5.29,5.35,3.24,0,2179.0,3,1,3,3.5988146158985166,0.09150625000000003
55.6,64.0,,6.42,6.32,3.54,0,2180.0,1,4,5,3.508933745315573,0.49787135999999993
66.2,53.0,,7.12,7.08,4.7,0,2181.0,1,4,4,3.7986685413517995,5.0625
63.4,62.0,,5.0,4.95,3.15,0,2182.0,3,2,3,3.8480038480038488,0.0625
61.6,55.0,,5.13,5.16,3.17,0,2183.0,5,3,4,3.6466585238926927,0.06765201
60.9,56.0,,4.4,4.43,2.69,0,2184.0,5,7,3,3.661782509953564,0.01048576
62.5,58.0,,5.7,5.73,3.57,0,2185.0,5,4,6,3.653523501804506,0.25411680999999997
60.4,61.0,,5.09,5.14,3.09,0,2186.0,3,7,3,3.7851408580795587,0.06765201
61.0,55.0,,4.52,4.55,2.76,0,2187.0,3,3,6,3.5939435708577694,0.013363360000000005
62.9,54.0,,6.88,6.92,4.34,0,2188.0,5,3,4,3.6878284393559166,2.6014464100000003
63.8,55.0,,4.34,4.35,2.77,0,2189.0,2,5,2,3.6714910441433695,0.01048576
63.0,62.0,,6.09,6.0,3.81,0,2190.0,3,3,5,3.8788254916411318,0.6561
62.3,59.0,,8.01,7.97,4.98,0,2191.0,4,2,2,3.7933867906458705,16.322408009999993
58.9,58.0,,4.87,4.84,2.86,0,2192.0,4,5,7,3.649175505879564,0.028257609999999992
62.5,59.0,,6.4,6.28,3.96,0,2193.0,4,5,2,3.769783825516309,1.0
57.6,60.0,,5.49,5.45,3.15,0,2194.0,2,5,6,3.628663577528069,0.10556000999999997
61.8,56.0,,4.75,4.77,2.94,0,2195.0,5,4,2,3.6028976304192653,0.025600000000000005
63.9,55.0,,6.4,6.37,4.08,0,2196.0,2,3,3,3.679356357927787,1.08243216
61.7,57.0,,4.34,4.38,2.69,0,2197.0,5,7,3,3.63744825729854,0.009235209999999999
62.8,59.0,,4.7,4.67,2.94,0,2198.0,4,6,3,3.7191969138104013,0.025600000000000005
61.1,57.0,,6.51,6.54,3.99,0,2199.0,5,5,6,3.637950977445022,1.1255088100000001
62.4,59.0,,5.67,5.61,3.52,0,2200.0,4,4,2,3.8047052307301854,0.25411680999999997
64.0,57.0,,5.01,5.06,3.22,0,2201.0,2,5,3,3.748670875664526,0.06765201
63.4,54.0,,4.23,4.29,2.7,0,2202.0,2,1,3,3.673762539010765,0.0081
60.0,60.0,,6.61,6.65,3.98,0,2203.0,4,3,3,3.6696855451029213,1.3107960100000002
62.0,59.0,,4.42,4.36,2.72,0,2204.0,4,4,5,3.7773526115166063,0.011859210000000002
61.3,56.0,,5.17,5.21,3.18,0,2205.0,5,6,4,3.6424970409965143,0.07311616000000001
62.2,58.0,,4.3,4.28,2.67,0,2206.0,4,1,4,3.663102061349633,0.0081
59.6,62.0,,6.95,6.9,4.13,0,2207.0,4,1,2,3.6353694179091924,2.0736
62.4,54.0,,4.44,4.47,2.78,0,2208.0,5,6,4,3.588640062011701,0.011859210000000002
62.4,54.0,,5.71,5.79,3.59,0,2209.0,3,7,3,3.5892233014297723,0.25411680999999997
62.8,59.0,,6.45,6.41,4.04,0,2210.0,4,6,2,3.7358160225557073,1.1698585600000002
61.7,56.0,,5.36,5.4,3.32,0,2211.0,5,5,3,3.683889788007752,0.12117360999999997
62.8,58.0,,5.59,5.69,3.54,0,2212.0,3,3,5,3.7301127042896134,0.24009999999999995
62.1,59.0,,7.03,6.99,4.35,0,2213.0,4,4,3,3.7051297732229007,3.0359577600000005
61.0,56.0,,6.62,6.56,4.02,0,2214.0,5,4,5,3.608715687643868,1.2155062500000002
62.6,57.0,,5.15,5.1,3.21,0,2215.0,4,4,4,3.629434715543055,0.06765201
62.9,58.0,,5.09,5.05,3.19,0,2216.0,4,5,5,3.6586545992855504,0.0625
62.8,55.0,,5.77,5.79,3.63,0,2217.0,3,6,4,3.710662983413114,0.31640625
63.8,58.0,,6.38,6.45,4.09,0,2218.0,3,3,2,3.7431466994447486,1.2155062500000002
63.0,58.0,,6.13,6.16,3.87,0,2219.0,3,6,4,3.6952311317803184,0.6561
63.7,56.0,,5.73,5.77,3.66,0,2220.0,3,2,3,3.718784338324884,0.31640625
62.3,59.0,,5.04,5.01,3.13,0,2221.0,4,4,7,3.79584661500064,0.0625
61.4,55.0,,4.4,4.46,2.72,0,2222.0,5,3,7,3.597036042301143,0.01048576
61.4,58.0,,5.74,5.76,3.53,0,2223.0,4,1,4,3.701473680054486,0.26873855999999996
60.4,57.0,,5.38,5.35,3.24,0,2224.0,4,7,4,3.667288175504831,0.10556000999999997
62.7,58.0,,5.74,5.68,3.58,0,2225.0,4,5,3,3.6497771202771876,0.25411680999999997
60.2,58.0,,7.04,6.99,4.22,0,2226.0,4,3,3,3.6693799660868396,2.6014464100000003
61.5,55.0,,4.85,4.88,2.99,0,2227.0,5,5,6,3.645750609179492,0.03418801
60.3,56.0,,6.05,6.13,3.67,0,2228.0,5,6,3,3.570708158491393,0.4304672100000001
58.8,60.0,,4.41,4.37,2.58,0,2229.0,4,5,4,3.620201739362127,0.0081
62.6,57.0,,5.21,5.17,3.25,0,2230.0,5,1,4,3.769661138877458,0.09150625000000003
61.0,61.0,,5.32,5.36,3.26,0,2231.0,2,2,6,3.5499310495816507,0.09150625000000003
62.9,59.0,,7.19,7.32,4.56,0,2232.0,2,5,2,3.7500555008214125,5.0625
61.3,56.0,,5.13,5.08,3.13,0,2233.0,4,6,2,3.677865472802112,0.0625
62.3,57.0,,5.83,5.8,3.62,0,2234.0,5,7,3,3.6762699552017915,0.31640625
59.4,61.0,,7.78,7.73,4.61,0,2235.0,4,3,3,3.614162748143563,7.7779632099999985
62.6,56.0,,6.59,6.63,4.14,0,2236.0,5,5,4,3.7150955577308777,1.5735193600000006
62.1,56.0,,5.14,5.17,3.2,0,2237.0,5,4,6,3.6690273878782866,0.07311616000000001
62.5,57.0,,4.53,4.5,2.82,0,2238.0,5,2,4,3.653082418758056,0.015006249999999997
61.7,57.0,,4.2,4.16,2.58,0,2239.0,5,7,7,3.5937899309992334,0.005314410000000001
65.2,59.0,,7.74,7.69,5.03,0,2240.0,1,2,2,4.008168406722797,16.0
