,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,cut_color_clarity_score,raw_density,marketing_carat,marketing_carat_int
2544,1.07,Very Good,H,VS2,62.7,57.0,5264,6.48,6.53,4.08,3,3,4,34,3.718661759979359,regular,1
2545,0.3,Ideal,H,SI1,62.6,55.0,421,4.28,4.32,2.69,5,3,3,36,3.619034383721872,regular,1
2546,1.0,Ideal,E,VS2,61.9,56.0,6048,6.45,6.4,3.98,5,6,4,49,3.651980834404581,good,2
2547,0.74,Ideal,G,VS1,61.5,56.0,3572,5.79,5.82,3.57,5,4,5,47,3.6907379086812684,regular,1
2548,1.0,Very Good,E,VVS2,59.1,58.0,9815,6.5,6.57,3.86,3,6,6,51,3.639864524242408,good,2
2549,0.32,Ideal,E,VS2,62.2,56.0,702,4.37,4.41,2.73,5,6,4,49,3.649375526272737,regular,1
2550,0.5,Ideal,F,SI1,59.9,56.0,1378,5.36,5.09,3.13,5,5,3,42,3.51313100634153,regular,1
2551,0.54,Ideal,G,VVS2,60.6,56.0,1985,5.26,5.27,3.19,5,4,6,51,3.6640211152561046,regular,1
2552,0.61,Ideal,F,VS2,62.4,55.0,2002,5.42,5.45,3.39,5,5,4,46,3.654984995088239,regular,1
2553,2.01,Premium,I,VS2,59.5,60.0,13003,8.26,8.21,4.9,4,2,4,34,3.6293430762636927,good,2
2554,0.59,Ideal,I,VS2,61.8,56.0,1371,5.39,5.42,3.34,5,2,4,37,3.628012239150532,regular,1
2555,1.5,Very Good,H,SI2,62.5,60.0,8184,7.25,7.32,4.55,3,3,2,26,3.727194230303332,regular,1
2556,0.25,Very Good,E,VVS1,60.2,59.0,575,4.11,4.13,2.48,3,6,7,55,3.5632615758966164,regular,1
2557,1.13,Ideal,G,VS2,62.7,57.0,6525,6.65,6.68,4.18,5,4,4,43,3.651365470663163,regular,1
2558,0.51,Premium,J,VS2,61.9,61.0,1080,5.12,5.09,3.16,4,1,4,31,3.7157509761010665,regular,1
2559,0.31,Ideal,H,VVS2,61.4,56.0,609,4.38,4.41,2.7,5,3,6,48,3.566452794545858,regular,1
2560,0.31,Ideal,E,VS2,60.8,54.0,680,4.39,4.4,2.67,5,6,4,49,3.6064879554936127,regular,1
2561,0.76,Premium,F,SI1,60.3,58.0,2607,5.91,5.96,3.58,4,5,3,39,3.6161636424436367,regular,1
2562,1.16,Premium,I,SI1,60.0,58.0,4872,6.82,6.78,4.08,4,2,3,30,3.6892238534528325,regular,1
2563,0.4,Very Good,D,SI1,63.8,54.0,694,4.68,4.75,3.01,3,7,3,42,3.586784492537248,regular,1
2564,1.23,Ideal,G,VVS2,62.2,56.1,9921,6.8,6.87,4.25,5,4,6,51,3.7170789199317023,regular,1
2565,1.01,Good,G,VS2,63.1,59.0,5999,6.37,6.4,4.03,2,4,4,34,3.6884862744486995,good,2
2566,0.51,Ideal,G,VS1,62.7,54.0,1656,5.08,5.1,3.19,5,4,5,47,3.70251524202108,regular,1
2567,0.39,Ideal,I,VS1,62.5,54.0,816,4.67,4.7,2.92,5,2,5,41,3.651054093642985,regular,1
2568,0.52,Ideal,G,VS1,62.1,54.0,1743,5.17,5.14,3.2,5,4,5,47,3.6690273878782866,regular,1
2569,0.59,Ideal,H,SI1,61.1,57.0,1445,5.39,5.41,3.3,5,3,3,36,3.6787755538505715,regular,1
2570,1.07,Ideal,G,VVS2,61.9,56.0,9169,6.6,6.62,4.09,5,4,6,51,3.5926076892548804,regular,1
2571,1.02,Very Good,E,SI2,59.6,59.0,4398,6.54,6.59,3.91,3,6,2,35,3.631712842886655,good,2
2572,0.34,Ideal,H,SI1,60.7,56.0,628,4.58,4.52,2.76,5,3,3,36,3.5704024557648144,regular,1
2573,0.53,Ideal,I,SI2,62.0,54.0,973,5.19,5.23,3.23,5,2,2,29,3.6270667736491684,regular,1
2574,0.24,Very Good,F,VVS1,62.2,57.0,608,3.97,4.0,2.48,3,5,7,52,3.656455675631754,regular,1
2575,1.76,Ideal,G,VS2,60.3,57.0,17442,7.9,7.83,4.74,5,4,4,43,3.6016103290910046,regular,1
2576,0.9,Very Good,G,SI1,63.6,57.0,3718,6.07,6.13,3.88,3,4,3,33,3.7403553897288235,regular,1
2577,0.52,Ideal,D,VS2,61.8,57.0,1822,5.16,5.2,3.2,5,7,4,52,3.6337209302325584,regular,1
2578,0.24,Very Good,H,VVS2,61.9,57.0,449,3.97,4.01,2.47,3,3,6,42,3.6621038802050543,regular,1
2579,0.91,Premium,G,VVS2,61.8,58.0,5167,6.24,6.16,3.83,4,4,6,48,3.708758604319962,regular,1
2580,1.23,Ideal,H,VS1,60.6,57.0,7803,6.94,6.98,4.22,5,3,5,44,3.610181345377028,regular,1
2581,1.13,Premium,H,VS2,62.4,58.0,5885,6.66,6.61,4.14,4,3,4,37,3.7200918605904456,regular,1
2582,0.53,Premium,F,VS1,59.4,58.0,1766,5.32,5.28,3.15,4,5,5,47,3.5939415638663763,regular,1
2583,0.82,Good,H,VS2,62.4,54.0,2947,5.97,6.04,3.75,2,3,4,31,3.6385015585654545,regular,1
2584,1.08,Ideal,I,SI1,62.6,53.9,5049,6.51,6.56,4.09,5,2,3,33,3.709939863248869,regular,1
2585,0.31,Good,D,SI1,63.9,54.0,732,4.3,4.27,2.74,2,7,3,39,3.6971413146795995,regular,1
2586,1.14,Very Good,F,VVS1,62.2,55.9,11737,6.67,6.69,4.16,3,5,7,52,3.6847736876646184,regular,1
2587,1.51,Very Good,E,VS1,63.2,58.0,14904,7.24,7.16,4.55,3,6,5,47,3.8411848961557293,regular,1
2588,0.31,Ideal,E,VS2,61.9,55.0,680,4.34,4.39,2.7,5,6,4,49,3.615721155584481,regular,1
2589,0.3,Premium,G,VVS2,62.1,59.0,878,4.27,4.23,2.64,4,4,6,48,3.7748555362786265,regular,1
2590,0.32,Premium,H,VS2,62.5,59.0,505,4.33,4.38,2.72,4,3,4,37,3.7219481420965357,regular,1
2591,0.73,Very Good,F,SI1,59.3,61.0,2326,5.82,5.85,3.46,3,5,3,36,3.7180836894799114,regular,1
2592,0.42,Ideal,F,VVS2,61.6,56.0,1221,4.85,4.83,2.98,5,5,6,54,3.6099019610792404,regular,1
2593,0.71,Ideal,I,SI1,61.7,55.0,2255,5.74,5.77,3.55,5,2,3,33,3.6232102850862633,regular,1
2594,0.41,Ideal,E,VS1,61.5,56.0,1076,4.79,4.77,2.94,5,6,5,53,3.662131072673027,regular,1
2595,0.3,Very Good,G,VS1,62.8,58.0,605,4.26,4.28,2.68,3,4,5,41,3.6837007538325213,regular,1
2596,1.1,Ideal,I,SI2,62.8,57.0,4158,6.63,6.56,4.14,5,2,2,29,3.6654409432152564,regular,1
2597,0.7,Premium,H,SI1,61.1,58.0,1948,5.74,5.79,3.52,4,3,3,33,3.5901795664211935,regular,1
2598,1.04,Premium,E,VS2,61.1,59.0,7047,6.54,6.56,4.0,4,6,4,46,3.6361602148131573,good,2
2599,0.76,Very Good,G,VVS2,62.1,56.0,3655,5.81,5.85,3.63,3,4,6,45,3.6959511220190313,regular,1
2600,0.25,Ideal,F,VVS1,62.3,56.0,705,4.01,4.03,2.5,5,5,7,58,3.7128023613423013,regular,1
2601,1.52,Premium,E,VS1,60.6,58.0,16779,7.44,7.38,4.49,4,6,5,50,3.6992969972806273,regular,1
2602,0.77,Fair,D,SI2,65.1,63.0,1651,5.71,5.65,3.7,1,7,2,32,3.8703986133584882,regular,1
2603,0.91,Ideal,F,SI2,62.2,56.0,3812,6.14,6.17,3.83,5,5,2,38,3.7630529866669247,regular,1
2604,0.27,Ideal,E,VS1,61.6,57.0,603,4.16,4.12,2.55,5,6,5,53,3.706673109871283,regular,1
2605,0.42,Premium,F,VS2,61.9,58.0,884,4.76,4.8,2.96,4,5,4,43,3.7261526232114477,regular,1
2606,1.11,Premium,F,SI2,62.5,59.0,4134,6.59,6.53,4.1,4,5,2,35,3.7747811406266383,regular,1
2607,0.79,Very Good,D,SI2,59.7,58.0,2878,6.0,6.07,3.6,3,7,2,38,3.6152297272560867,regular,1
2608,0.55,Ideal,D,SI1,60.6,56.0,1692,5.27,5.32,3.21,5,7,3,48,3.6667952489533975,regular,1
2609,0.3,Good,D,VS2,64.1,57.0,608,4.25,4.21,2.71,2,7,4,43,3.712207025661147,regular,1
2610,0.96,Premium,E,SI1,58.7,62.0,4365,6.41,6.39,3.76,4,6,3,42,3.7400357266912794,bad,0
2611,0.23,Very Good,F,VVS1,60.7,55.0,525,3.98,4.0,2.42,3,5,7,52,3.581959383695337,regular,1
2612,0.72,Very Good,H,SI2,63.5,55.0,1799,5.66,5.62,3.58,3,3,2,26,3.793568875088104,regular,1
2613,0.53,Very Good,G,VS1,61.9,57.0,1607,5.19,5.22,3.22,3,4,5,41,3.645300938850696,regular,1
2614,0.31,Ideal,E,VS1,61.3,54.0,664,4.37,4.4,2.69,5,6,5,53,3.5960568656459024,regular,1
2615,1.11,Premium,G,VS2,62.3,58.0,6713,6.65,6.61,4.13,4,4,4,40,3.6686060060092975,regular,1
2616,0.9,Premium,E,SI1,62.2,59.0,4259,6.21,6.16,3.88,4,6,3,42,3.638226408284678,regular,1
2617,1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83,4,2,2,26,3.618342863495633,good,2
2618,0.41,Premium,J,VS1,60.8,61.0,830,4.79,4.72,2.89,4,1,5,35,3.7649546754553973,regular,1
2619,1.23,Ideal,F,VS2,62.4,54.0,10342,6.84,6.87,4.28,5,5,4,46,3.6694396890892698,regular,1
2620,1.0,Very Good,G,VVS2,62.3,58.0,7528,6.39,6.45,4.0,3,4,6,45,3.639407504458274,good,2
2621,0.71,Ideal,E,VS2,61.3,56.0,3553,5.76,5.79,3.54,5,6,4,49,3.608322030645733,regular,1
2622,0.4,Ideal,F,VS2,62.7,56.0,842,4.73,4.77,2.98,5,5,4,46,3.5695663414167056,regular,1
2623,0.3,Premium,D,SI2,61.8,58.0,574,4.32,4.29,2.66,4,7,2,41,3.6513194407931246,regular,1
2624,0.28,Ideal,H,VS1,61.8,57.0,497,4.2,4.22,2.6,5,3,5,44,3.645643456069997,regular,1
2625,1.39,Premium,E,SI2,62.7,58.0,7311,6.99,7.11,4.42,4,6,2,38,3.7966188950948583,regular,1
2626,0.3,Premium,H,VS2,62.5,59.0,473,4.23,4.28,2.66,4,3,4,37,3.7377197218538485,regular,1
2627,0.56,Ideal,D,VS2,61.4,55.0,1963,5.33,5.35,3.28,5,7,4,52,3.592397972690078,regular,1
2628,1.21,Ideal,G,VVS1,60.2,57.0,10232,7.02,6.94,4.2,5,4,7,55,3.5480583031015307,regular,1
2629,0.31,Ideal,E,VS1,61.1,54.0,692,4.37,4.4,2.68,5,6,5,53,3.609474988278909,regular,1
2630,1.19,Premium,D,SI2,58.8,58.0,5504,7.04,6.9,4.1,4,7,2,41,3.5850284392171985,regular,1
2631,0.6,Ideal,F,SI1,61.5,55.0,1580,5.49,5.44,3.36,5,5,3,42,3.587500574000091,regular,1
2632,0.59,Ideal,E,VS2,61.5,56.0,1883,5.42,5.38,3.32,5,6,4,49,3.6566518753376727,regular,1
2633,0.53,Premium,D,VS2,60.4,58.0,1956,5.26,5.23,3.17,4,7,4,49,3.646535322439611,regular,1
2634,1.71,Good,G,SI2,63.7,57.0,6847,7.54,7.5,4.79,2,4,2,26,3.7877319570502213,regular,1
2635,2.01,Premium,D,SI2,62.7,58.0,16776,8.06,7.99,5.03,4,7,2,41,3.7230382800388013,good,2
2636,0.5,Fair,H,VS1,66.5,60.0,1155,4.93,4.85,3.25,1,3,5,32,3.8605504823275263,regular,1
2637,1.7,Premium,G,VS2,60.3,60.0,15941,7.72,7.64,4.63,4,4,4,40,3.735154080818423,regular,1
2638,0.32,Ideal,E,VS2,61.8,55.0,702,4.4,4.43,2.73,5,6,4,49,3.608130018965234,regular,1
2639,1.5,Ideal,G,VS2,61.4,59.0,13428,7.37,7.32,4.5,5,4,4,43,3.7072461833900547,regular,1
2640,1.24,Ideal,H,VS1,61.0,57.0,8719,6.91,6.95,4.23,5,3,5,44,3.662433233509875,regular,1
2641,0.33,Very Good,F,SI1,59.9,61.0,550,4.44,4.47,2.67,3,5,3,36,3.7364866563267887,regular,1
2642,1.06,Very Good,I,VS1,58.5,58.3,5293,6.66,6.79,3.94,3,2,5,35,3.569578115603549,regular,1
2643,1.11,Ideal,G,IF,61.9,55.0,9931,6.64,6.68,4.12,5,4,8,59,3.6444539859338536,regular,1
2644,0.6,Very Good,E,VS1,60.9,58.0,2112,5.43,5.48,3.32,3,6,5,47,3.6440474970009484,regular,1
2645,1.0,Premium,H,SI1,62.7,59.0,4788,6.37,6.3,3.97,4,3,3,33,3.7660038688157744,good,2
2646,1.01,Very Good,G,VS2,62.4,58.0,6019,6.42,6.4,4.0,3,4,4,37,3.687207943925234,good,2
2647,2.35,Premium,H,SI1,62.6,60.0,17999,8.42,8.38,5.26,4,3,3,33,3.799069673040963,regular,1
2648,0.82,Ideal,D,SI1,61.6,57.0,4135,6.02,6.06,3.72,5,7,3,48,3.6253759337995746,regular,1
2649,0.43,Ideal,F,VVS1,61.0,56.0,1422,4.9,4.87,2.98,5,5,7,58,3.628092914053291,regular,1
2650,0.56,Ideal,F,VS2,62.0,56.0,1664,5.27,5.31,3.28,5,5,4,46,3.6606676168713905,regular,1
2651,1.01,Good,D,VS1,61.1,56.0,6612,6.36,6.43,3.91,2,7,5,47,3.7899002385685914,good,2
2652,0.91,Ideal,H,SI1,61.6,56.0,4096,6.21,6.25,3.84,5,3,3,36,3.663446054750403,regular,1
2653,0.48,Ideal,F,VS2,62.4,54.0,1279,5.03,5.03,3.15,5,5,4,46,3.61364897804313,regular,1
2654,1.08,Ideal,G,VS2,60.3,59.0,6769,6.62,6.64,4.0,5,4,4,43,3.6854366104903,regular,1
2655,0.53,Ideal,G,VVS1,61.4,57.0,2001,5.18,5.21,3.19,5,4,7,55,3.6937623806377533,regular,1
2656,0.42,Ideal,I,VS1,62.0,55.0,773,4.83,4.85,3.0,5,2,5,41,3.5858359480053794,regular,1
2657,0.82,Very Good,E,SI1,63.2,57.0,2741,5.92,5.97,3.76,3,6,3,39,3.702381950003035,regular,1
2658,0.4,Very Good,F,VVS1,63.3,57.0,1224,4.7,4.68,2.97,3,5,7,52,3.6737625390107667,regular,1
2659,1.01,Premium,G,VS2,62.0,59.0,6108,6.41,6.36,3.96,4,4,4,40,3.753723619499383,good,2
2660,1.18,Ideal,J,VS1,61.7,56.0,5182,6.79,6.82,4.2,5,1,5,38,3.640238330722439,regular,1
2661,0.51,Very Good,D,VS2,63.1,56.0,1658,5.06,5.12,3.21,3,7,4,46,3.679560230504969,regular,1
2662,0.42,Premium,G,VS1,60.8,59.0,984,4.85,4.79,2.93,4,4,5,44,3.7021641279541386,regular,1
2663,0.9,Ideal,E,SI2,62.6,57.0,3808,6.13,6.2,3.86,5,6,2,41,3.680902306398854,regular,1
2664,1.01,Good,G,VVS2,63.4,55.0,6843,6.34,6.41,4.04,2,4,6,42,3.690999374990773,good,2
2665,1.02,Fair,I,SI2,66.2,57.0,3290,6.34,6.26,4.17,1,2,2,17,3.6978711645734665,good,2
2666,0.3,Premium,D,VS2,60.9,58.0,710,4.32,4.35,2.64,4,7,4,49,3.6282363868570773,regular,1
2667,0.54,Ideal,H,VS1,62.7,57.0,1637,5.23,5.17,3.26,5,3,5,44,3.675658696757092,regular,1
2668,0.5,Ideal,E,SI2,62.5,57.0,1240,5.07,5.04,3.16,5,6,2,41,3.7153153024623324,regular,1
2669,0.33,Ideal,E,VVS1,61.2,56.0,984,4.45,4.51,2.74,5,6,7,61,3.6006265090125678,regular,1
2670,0.41,Ideal,G,VVS1,61.6,57.0,1055,4.75,4.77,2.93,5,4,7,55,3.705574064596742,regular,1
2671,0.76,Premium,F,SI2,59.3,59.0,2287,5.97,5.93,3.53,4,5,2,35,3.6488928694895937,regular,1
2672,0.41,Premium,F,SI1,61.8,58.0,755,4.75,4.76,2.94,4,5,3,39,3.7007284116654184,regular,1
2673,0.9,Very Good,G,SI1,62.6,60.0,3919,6.09,6.14,3.83,3,4,3,33,3.770590092741016,regular,1
2674,1.5,Very Good,G,VS2,61.2,61.0,12196,7.29,7.34,4.48,3,4,4,37,3.754403164030776,regular,1
2675,1.01,Very Good,J,VS2,59.3,59.0,4120,6.5,6.58,3.88,3,1,4,28,3.651755132342981,good,2
2676,1.1,Ideal,F,VS1,61.5,56.0,9669,6.63,6.66,4.09,5,5,5,50,3.6545412642061574,regular,1
2677,0.3,Premium,H,VS2,62.7,59.0,608,4.27,4.22,2.66,4,3,4,37,3.755351062317881,regular,1
2678,0.72,Ideal,F,SI1,62.4,57.0,2514,5.71,5.74,3.57,5,5,3,42,3.692049627505524,regular,1
2679,0.3,Ideal,D,VVS2,59.5,56.0,741,4.38,4.42,2.62,5,7,6,60,3.5487453292596887,regular,1
2680,0.37,Very Good,E,VS1,63.7,56.0,738,4.54,4.6,2.91,3,6,5,47,3.6529716430671537,regular,1
2681,1.83,Premium,H,SI1,60.4,59.0,10162,7.89,7.85,4.75,4,3,3,33,3.732175611099144,regular,1
2682,1.14,Ideal,G,VVS1,61.0,56.0,9037,6.75,6.8,4.13,5,4,7,55,3.6082229501970278,regular,1
2683,0.33,Ideal,D,VS2,62.1,56.0,781,4.44,4.48,2.77,5,7,4,52,3.593556165758331,regular,1
2684,1.0,Fair,G,VS2,66.1,61.0,4838,6.08,5.99,3.99,1,4,4,31,4.129029189263467,good,2
2685,0.23,Very Good,H,VVS2,59.2,61.0,389,4.0,4.04,2.38,3,3,6,42,3.588068890922706,regular,1
2686,1.01,Very Good,D,VS2,59.8,60.0,6563,6.42,6.46,3.85,3,7,4,46,3.7952846031315985,good,2
2687,0.7,Fair,D,SI2,71.6,55.0,1696,5.47,5.28,3.85,1,7,2,32,3.7771767869823374,regular,1
2688,1.24,Premium,F,VS2,62.4,60.0,9513,6.83,6.8,4.25,4,5,4,43,3.7692451883862663,regular,1
2689,0.8,Ideal,F,VS1,61.2,56.0,3860,5.98,6.01,3.67,5,5,5,50,3.639146315107342,regular,1
2690,0.41,Very Good,D,VVS1,61.9,60.0,1376,4.71,4.75,2.93,3,7,7,58,3.7527788297508407,regular,1
2691,0.41,Very Good,D,VS2,62.8,55.0,1007,4.7,4.73,2.96,3,7,4,46,3.7383882015252614,regular,1
2692,1.19,Very Good,H,VS2,61.1,58.0,6819,6.78,6.83,4.16,3,3,4,34,3.7064187448359305,regular,1
2693,0.56,Ideal,D,VS2,62.2,56.0,2066,5.28,5.24,3.27,5,7,4,52,3.7138667294840704,regular,1
2694,0.35,Ideal,D,VS2,61.3,56.0,1063,4.56,4.54,2.79,5,7,4,52,3.6357532075653585,regular,1
2695,0.4,Ideal,E,VVS2,62.1,55.0,1158,4.74,4.76,2.95,5,6,6,57,3.6058190708164832,regular,1
2696,1.02,Very Good,G,VS2,63.4,59.0,6169,6.32,6.3,4.0,3,4,4,37,3.8426763110307416,good,2
2697,1.5,Good,H,SI2,60.8,64.0,6846,7.27,7.2,4.4,2,3,2,23,3.9077153932724773,regular,1
2698,1.03,Fair,D,SI2,66.4,56.0,3743,6.31,6.19,4.15,1,7,2,32,3.8125923323647717,good,2
2699,0.37,Premium,F,SI2,60.2,60.0,624,4.7,4.6,2.8,4,5,2,35,3.6672393286639364,regular,1
2700,2.03,Ideal,J,SI2,63.2,55.0,11951,7.99,8.03,5.06,5,1,2,26,3.7517548001407874,good,2
2701,1.06,Ideal,I,SI2,61.4,57.0,3777,6.57,6.63,4.05,5,2,2,29,3.605148798690447,regular,1
2702,0.26,Very Good,H,VS1,62.0,56.0,399,4.08,4.11,2.54,3,3,5,38,3.6625949879923234,regular,1
2703,0.33,Ideal,E,VVS2,61.0,57.0,802,4.46,4.49,2.73,5,6,6,57,3.621773973427374,regular,1
2704,0.42,Premium,G,VS2,59.8,58.0,847,4.86,4.9,2.92,4,4,4,40,3.6239762267159525,regular,1
2705,2.0,Very Good,I,VS2,60.4,60.0,16459,8.14,8.19,4.93,3,2,4,31,3.6511192697805277,good,2
2706,0.35,Ideal,E,VS1,61.5,57.0,718,4.52,4.55,2.79,5,6,5,53,3.6598666344598394,regular,1
2707,1.21,Premium,I,VS1,61.2,59.0,5540,6.86,6.84,4.19,4,2,5,38,3.692686003645809,regular,1
2708,1.09,Very Good,E,SI2,63.1,58.0,3418,6.51,6.46,4.09,3,6,2,35,3.8022523217198017,regular,1
2709,0.82,Very Good,E,VS2,60.4,61.0,3795,6.06,6.09,3.67,3,6,4,43,3.6325292641208935,regular,1
2710,1.0,Good,D,IF,63.3,59.0,15928,6.33,6.37,4.02,2,7,8,59,3.7015366596304164,good,2
2711,0.51,Ideal,G,VS2,61.7,57.0,1438,5.12,5.15,3.17,5,4,4,43,3.6608756240237663,regular,1
2712,1.38,Premium,H,SI2,62.1,60.0,6646,7.13,7.08,4.41,4,3,2,29,3.71936636874542,regular,1
2713,1.0,Good,G,SI1,62.5,62.0,4466,6.32,6.36,3.96,2,4,3,30,3.76948370738674,good,2
2714,0.9,Good,G,IF,61.8,61.0,5855,6.12,6.17,3.8,2,4,8,50,3.7633410440009847,regular,1
2715,0.38,Ideal,F,VS1,61.5,55.0,988,4.68,4.69,2.88,5,5,5,50,3.6068133083058465,regular,1
2716,0.34,Ideal,G,IF,61.9,54.0,974,4.51,4.53,2.8,5,4,8,59,3.5661318168182983,regular,1
2717,1.31,Premium,J,VS1,62.3,56.0,6236,7.06,6.99,4.38,4,1,5,35,3.6363573780941727,regular,1
2718,1.01,Ideal,H,SI1,60.2,56.0,4191,6.47,6.42,3.88,5,3,3,36,3.760119001437483,good,2
2719,0.46,Good,F,IF,56.2,61.0,1806,5.16,5.24,2.92,2,5,8,53,3.4957892458579463,regular,1
2720,1.06,Premium,F,VS2,62.3,58.0,6399,6.56,6.51,4.07,4,5,4,43,3.6591303310422116,regular,1
2721,0.71,Premium,G,VS2,62.8,58.0,2515,5.74,5.69,3.59,4,4,4,40,3.6332141064842514,regular,1
2722,1.51,Good,G,VS1,63.1,55.0,12489,7.3,7.34,4.62,2,4,5,38,3.6598838435276044,regular,1
2723,0.3,Very Good,G,VS2,59.3,59.0,491,4.38,4.42,2.61,3,4,4,37,3.562342054659151,regular,1
2724,0.71,Good,F,VS1,61.8,57.0,3701,5.73,5.76,3.55,2,5,5,41,3.635834787667248,regular,1
2725,0.73,Ideal,I,VVS2,61.9,55.0,2513,5.8,5.84,3.6,5,2,6,45,3.5919540229885056,regular,1
2726,1.09,Ideal,G,SI1,62.2,56.0,5022,6.6,6.55,4.09,5,4,3,39,3.6988711656025357,regular,1
2727,0.39,Very Good,H,SI1,58.4,63.0,696,4.8,4.85,2.82,3,3,3,30,3.5643781531037515,regular,1
2728,1.21,Fair,F,SI2,65.3,53.0,5028,6.74,6.68,4.38,1,5,2,26,3.6815114131721924,regular,1
2729,0.38,Very Good,D,SI1,62.0,55.0,586,4.67,4.72,2.91,3,7,3,42,3.5545365052769906,regular,1
2730,2.05,Premium,I,VS1,60.6,60.0,17640,8.21,8.18,4.97,4,2,5,38,3.6851253235922026,regular,1
2731,1.8,Ideal,H,SI1,62.2,57.0,9399,7.79,7.71,4.82,5,3,3,36,3.7306532210055763,regular,1
2732,0.43,Very Good,G,VS2,62.9,59.0,867,4.78,4.83,3.02,3,4,4,37,3.700306815672572,regular,1
2733,0.34,Ideal,D,VS2,62.0,55.0,1033,4.49,4.45,2.77,5,7,4,52,3.685904225934365,regular,1
2734,0.75,Ideal,G,VVS2,62.2,56.0,3879,5.78,5.82,3.61,5,4,6,51,3.7055654529836373,regular,1
2735,0.8,Very Good,J,VS1,63.4,56.0,2321,5.9,5.87,3.73,3,1,5,32,3.715714118838911,regular,1
2736,0.31,Ideal,H,VS1,62.0,53.0,562,4.34,4.37,2.7,5,3,5,44,3.632269078493334,regular,1
2737,0.7,Ideal,D,VS1,62.8,54.0,3529,5.65,5.69,3.56,5,7,5,56,3.6697677369049138,regular,1
2738,0.39,Ideal,D,VVS2,62.1,56.0,1212,4.65,4.69,2.9,5,7,6,60,3.6999177005485837,regular,1
2739,0.34,Ideal,G,VVS2,61.6,56.0,995,4.49,4.47,2.76,5,4,6,51,3.682707457200983,regular,1
2740,1.07,Ideal,E,VVS2,61.7,57.0,10288,6.61,6.55,4.06,5,6,6,57,3.6522982484954327,regular,1
2741,1.01,Premium,D,VS2,59.2,56.0,6108,6.48,6.43,3.82,4,7,4,49,3.807354209998881,good,2
2742,0.4,Ideal,E,VVS2,61.8,55.0,1158,4.74,4.78,2.94,5,6,6,57,3.6029453357530716,regular,1
2743,0.51,Very Good,G,VVS1,62.9,57.0,1800,5.08,5.12,3.21,3,4,7,49,3.665073772904555,regular,1
2744,1.14,Ideal,F,VVS2,61.4,57.0,9070,6.76,6.72,4.14,5,5,6,54,3.6369706102147576,regular,1
2745,0.34,Premium,D,SI2,59.2,59.0,507,4.54,4.58,2.7,4,7,2,41,3.6336665619315722,regular,1
2746,1.01,Ideal,G,SI1,62.6,56.0,5698,6.37,6.41,4.0,5,4,3,39,3.710352495732482,good,2
2747,1.11,Premium,H,VS2,60.9,57.0,5395,6.77,6.69,4.1,4,3,4,37,3.5865392335888777,regular,1
2748,0.5,Premium,E,VS2,60.3,58.0,1920,5.15,5.13,3.1,4,6,4,46,3.662983536720494,regular,1
2749,0.35,Very Good,E,SI1,62.7,57.0,614,4.47,4.52,2.82,3,6,3,39,3.685736033061263,regular,1
2750,1.5,Fair,H,SI1,68.0,59.0,6340,7.12,6.82,4.76,1,3,3,24,3.8937780127043076,regular,1
2751,0.62,Premium,I,VS2,61.9,59.0,1378,5.46,5.5,3.39,4,2,4,34,3.654162946198344,regular,1
2752,2.07,Fair,G,I1,67.7,56.0,6503,7.76,7.73,5.25,1,4,1,19,3.9438562531079295,regular,1
2753,0.42,Premium,F,VS1,60.9,59.0,1103,4.85,4.8,2.94,4,5,5,47,3.6818851251840954,regular,1
2754,1.8,Premium,I,SI2,61.8,59.0,8457,7.9,7.8,4.85,4,2,2,26,3.6137684578243108,regular,1
2755,0.91,Ideal,D,SI1,62.1,55.0,5535,6.2,6.24,3.86,5,7,3,48,3.6561925455457134,regular,1
2756,0.73,Very Good,G,VVS1,60.2,61.0,3567,5.83,5.89,3.53,3,4,7,49,3.6133959676200456,regular,1
2757,0.33,Very Good,G,VS1,61.2,57.0,643,4.46,4.49,2.73,3,4,5,41,3.621773973427374,regular,1
2758,1.1,Ideal,H,SI1,61.4,55.0,5424,6.68,6.7,4.11,5,3,3,36,3.587986897976571,regular,1
2759,1.09,Premium,G,VS2,61.7,58.0,6504,6.6,6.53,4.05,4,4,4,40,3.746843971448362,regular,1
2760,0.43,Ideal,G,VVS1,62.0,55.0,1264,4.85,4.82,3.0,5,4,7,55,3.6788296188561413,regular,1
2761,0.51,Ideal,F,SI2,60.5,55.0,1169,5.17,5.21,3.14,5,5,2,38,3.6179579257031764,regular,1
2762,2.01,Premium,I,SI1,60.5,58.0,12829,8.2,8.06,4.92,4,2,3,30,3.708799116678451,good,2
2763,0.83,Premium,G,SI2,62.9,57.0,2386,5.99,5.96,3.76,4,4,2,32,3.70995306805073,regular,1
2764,0.31,Ideal,E,VS2,61.8,55.0,680,4.37,4.4,2.71,5,6,4,49,3.5695177005857843,regular,1
2765,0.54,Ideal,F,SI2,62.0,54.0,1098,5.23,5.28,3.26,5,5,2,38,3.599082473907985,regular,1
2766,0.25,Ideal,F,VVS2,61.7,56.0,705,4.06,4.07,2.51,5,5,6,54,3.616571826490772,regular,1
2767,1.31,Ideal,H,SI2,62.2,57.0,6602,7.0,6.96,4.34,5,3,2,32,3.717282241038796,regular,1
