,price
10447,499.0
10448,3892.0
10449,2052.0
10450,9724.0
10451,1187.0
10452,2083.0
10453,4368.0
10454,1866.0
10455,555.0
10456,874.0
10457,9116.0
10458,586.0
10459,698.0
10460,7575.0
10461,1074.0
10462,1058.0
10463,6473.0
10464,6108.0
10465,661.0
10466,9574.0
10467,664.0
10468,4574.0
10469,1637.0
10470,720.0
10471,17892.0
10472,4839.0
10473,11711.0
10474,10078.0
10475,18014.0
10476,627.0
10477,9290.0
10478,612.0
10479,15714.0
10480,2735.0
10481,847.0
10482,4672.0
10483,804.0
10484,2010.0
10485,2789.0
10486,14031.0
10487,4455.0
10488,2652.0
10489,983.0
10490,2423.0
10491,666.0
10492,872.0
10493,4304.0
10494,743.0
10495,5831.0
10496,6442.0
10497,526.0
10498,1433.0
10499,2777.0
10500,2662.0
10501,5252.0
10502,4909.0
10503,462.0
10504,5406.0
10505,10778.0
10506,766.0
10507,955.0
10508,872.0
10509,15511.0
10510,752.0
10511,16309.0
10512,5152.0
10513,12748.0
10514,5364.0
10515,3763.0
10516,8219.0
10517,10471.0
10518,3248.0
10519,971.0
10520,3079.0
10521,12071.0
10522,4481.0
10523,3896.0
10524,583.0
10525,630.0
10526,3276.0
10527,4022.0
10528,3004.0
10529,7964.0
10530,2751.0
10531,2770.0
10532,12111.0
10533,2904.0
10534,9789.0
10535,16499.0
10536,5828.0
10537,1342.0
10538,4969.0
10539,4668.0
10540,552.0
10541,5759.0
10542,1234.0
10543,1147.0
10544,847.0
10545,575.0
10546,967.0
10547,855.0
10548,11153.0
10549,6720.0
10550,2742.0
10551,1439.0
10552,5783.0
10553,4545.0
10554,4073.0
10555,673.0
10556,1736.0
10557,1192.0
10558,17894.0
10559,4197.0
10560,2147.0
10561,3769.0
10562,3321.0
10563,4242.0
10564,1106.0
10565,1268.0
10566,2311.0
10567,1746.0
10568,1971.0
10569,2434.0
10570,5211.0
10571,684.0
10572,2632.0
10573,2946.0
10574,3154.0
10575,11428.0
10576,4788.0
10577,998.0
10578,1369.0
10579,4452.0
10580,636.0
10581,3709.0
10582,791.0
10583,524.0
10584,12773.0
10585,904.0
10586,3546.0
10587,1708.0
10588,16129.0
10589,2479.0
10590,1699.0
10591,1896.0
10592,8377.0
10593,4503.0
10594,2185.0
10595,11843.0
10596,4155.0
10597,1235.0
10598,2317.0
10599,681.0
10600,2806.0
10601,2776.0
10602,3669.0
10603,2327.0
10604,769.0
10605,13744.0
10606,450.0
10607,1867.0
10608,7785.0
10609,4222.0
10610,1611.0
10611,4955.0
10612,8339.0
10613,6597.0
10614,12094.0
10615,645.0
10616,15729.0
10617,3924.0
10618,5595.0
10619,3175.0
10620,4228.0
10621,7948.0
10622,1999.0
10623,2333.0
10624,525.0
10625,1190.0
10626,596.0
10627,5236.0
10628,4685.0
10629,3951.0
10630,2949.0
10631,1231.0
10632,726.0
10633,9199.0
10634,513.0
10635,462.0
10636,886.0
10637,759.0
10638,1179.0
10639,2682.0
10640,540.0
10641,475.0
10642,506.0
10643,14477.0
10644,1944.0
10645,933.0
10646,2695.0
10647,816.0
10648,8736.0
10649,855.0
10650,5126.0
10651,902.0
10652,1345.0
10653,828.0
10654,2409.0
10655,596.0
10656,2793.0
10657,987.0
10658,2745.0
10659,7134.0
10660,6591.0
10661,3489.0
10662,1563.0
10663,5091.0
10664,855.0
10665,1098.0
10666,828.0
10667,15238.0
10668,5756.0
10669,3518.0
10670,8923.0
10671,2608.0
10672,1319.0
10673,536.0
10674,413.0
10675,523.0
10676,680.0
10677,664.0
10678,1608.0
10679,6542.0
10680,8295.0
10681,1723.0
10682,1554.0
10683,2332.0
10684,1838.0
10685,683.0
10686,3806.0
10687,2205.0
10688,1763.0
10689,12979.0
10690,17393.0
10691,5854.0
10692,3282.0
10693,868.0
10694,9133.0
10695,687.0
10696,1722.0
10697,828.0
10698,749.0
10699,1252.0
10700,4404.0
10701,8848.0
10702,4268.0
10703,2737.0
10704,1388.0
10705,829.0
10706,16442.0
10707,3990.0
10708,2930.0
10709,10704.0
10710,9651.0
10711,819.0
10712,540.0
10713,773.0
10714,718.0
10715,17068.0
10716,705.0
10717,5880.0
10718,1642.0
10719,1974.0
10720,1407.0
10721,2022.0
10722,6774.0
10723,11562.0
10724,391.0
10725,2285.0
10726,1581.0
10727,8652.0
10728,18462.0
10729,8752.0
10730,720.0
10731,4460.0
10732,945.0
10733,16580.0
10734,3640.0
10735,13317.0
10736,948.0
10737,3024.0
10738,921.0
10739,1675.0
10740,941.0
10741,851.0
10742,703.0
10743,5577.0
10744,11943.0
10745,924.0
10746,729.0
10747,814.0
10748,1753.0
10749,8418.0
10750,1668.0
10751,558.0
10752,798.0
10753,6957.0
10754,589.0
10755,995.0
10756,11455.0
10757,3590.0
10758,5458.0
10759,1200.0
10760,4078.0
10761,17327.0
10762,3872.0
10763,5969.0
10764,8580.0
10765,956.0
10766,9234.0
10767,735.0
10768,2410.0
10769,684.0
10770,568.0
10771,1781.0
10772,3649.0
10773,7567.0
10774,4362.0
10775,10567.0
10776,2195.0
10777,1061.0
10778,6129.0
10779,9850.0
10780,1160.0
10781,1016.0
10782,3640.0
10783,682.0
10784,9682.0
10785,11795.0
10786,6168.0
10787,956.0
10788,2012.0
10789,6449.0
10790,7560.0
10791,2729.0
10792,5396.0
10793,2652.0
10794,15708.0
10795,4193.0
10796,3905.0
10797,4463.0
10798,8543.0
10799,15840.0
10800,2401.0
10801,6206.0
10802,3881.0
10803,720.0
10804,917.0
10805,475.0
10806,506.0
10807,5207.0
10808,642.0
10809,9229.0
10810,789.0
10811,4622.0
10812,979.0
10813,886.0
10814,1190.0
10815,1755.0
10816,3485.0
10817,13133.0
10818,4129.0
10819,2703.0
10820,670.0
10821,13298.0
10822,3760.0
10823,7986.0
10824,10065.0
10825,18166.0
10826,6323.0
10827,779.0
10828,13284.0
10829,1412.0
10830,1359.0
10831,4805.0
10832,16080.0
10833,9278.0
10834,10574.0
10835,5436.0
10836,906.0
10837,576.0
10838,1098.0
10839,3282.0
10840,6126.0
10841,914.0
10842,9846.0
10843,499.0
10844,551.0
10845,486.0
10846,15022.0
10847,1860.0
10848,555.0
10849,457.0
10850,17489.0
10851,3078.0
10852,4967.0
10853,1249.0
10854,3541.0
10855,720.0
10856,6537.0
10857,3872.0
10858,3107.0
10859,362.0
10860,2233.0
10861,693.0
10862,644.0
10863,5921.0
10864,6032.0
10865,16778.0
10866,5822.0
10867,837.0
10868,8334.0
10869,11642.0
10870,544.0
10871,14634.0
10872,1267.0
10873,2045.0
10874,1712.0
10875,1232.0
10876,2362.0
10877,958.0
10878,505.0
10879,1055.0
10880,1372.0
10881,2425.0
10882,8793.0
10883,559.0
10884,4381.0
10886,467.0
10887,773.0
10888,2197.0
10889,683.0
10890,2802.0
10891,878.0
10892,1118.0
10893,1082.0
10894,1963.0
10895,854.0
10896,7126.0
10897,4128.0
10898,882.0
10899,462.0
10900,15404.0
10901,1864.0
10902,3033.0
10903,14482.0
10904,7806.0
10905,418.0
10906,1338.0
10907,1214.0
10908,11764.0
10909,6936.0
10910,5458.0
10911,2367.0
10912,2018.0
10913,658.0
10914,1039.0
10915,5731.0
10916,1715.0
10917,1006.0
10918,18741.0
10919,18432.0
10920,5088.0
10921,828.0
10922,4273.0
10923,16278.0
10924,544.0
10925,9129.0
10926,935.0
10927,3278.0
10928,2343.0
10929,2398.0
10930,2826.0
10931,668.0
10932,4990.0
10933,2344.0
10934,2824.0
10935,6503.0
10936,1847.0
10937,10446.0
10938,2487.0
10939,4318.0
10940,12697.0
10941,2456.0
10942,10528.0
10943,4496.0
10944,3007.0
10945,2474.0
10946,526.0
10947,4688.0
10948,5600.0
10949,5816.0
10950,8108.0
10951,1257.0
10952,17688.0
10953,1866.0
10954,5371.0
10955,1716.0
10956,544.0
10957,2559.0
10958,7616.0
10959,2230.0
10960,2095.0
10961,2923.0
10962,4648.0
10963,561.0
10964,4785.0
10965,1728.0
10966,12825.0
10967,2271.0
10968,7107.0
10969,6925.0
10970,5882.0
10971,1186.0
10972,1115.0
10973,2596.0
10974,687.0
10975,4564.0
10976,16364.0
10977,11161.0
10978,530.0
10979,720.0
10980,753.0
10981,1400.0
10982,798.0
10983,4764.0
10984,1432.0
10985,1376.0
10986,1032.0
10987,2291.0
10988,666.0
10989,15065.0
10990,5833.0
10991,8895.0
10992,2804.0
10993,1561.0
10994,2329.0
10995,2352.0
10996,1323.0
10997,5846.0
10998,4558.0
10999,5010.0
11000,957.0
11001,10698.0
11002,3171.0
11003,1842.0
11004,884.0
11005,1982.0
11006,695.0
11007,2694.0
11008,1059.0
11009,614.0
11010,9570.0
11011,4038.0
11012,1827.0
11013,2458.0
11014,5061.0
11015,986.0
11016,2437.0
11017,4496.0
11018,814.0
11019,737.0
11020,781.0
11021,8896.0
11022,10859.0
11023,3543.0
11024,10556.0
11025,1662.0
11026,10138.0
11027,1014.0
11028,704.0
11029,12048.0
11030,645.0
11031,2843.0
11032,7162.0
11033,11469.0
11034,787.0
11035,7467.0
11036,1572.0
11037,6666.0
11038,936.0
11039,4917.0
11040,815.0
11041,561.0
11042,9407.0
11043,7207.0
11044,752.0
11045,9877.0
11046,2268.0
11047,743.0
11048,1260.0
11049,3595.0
11050,854.0
11051,3961.0
11052,4355.0
11053,3948.0
11054,936.0
11055,9878.0
11056,1103.0
11057,4404.0
11058,6636.0
11059,928.0
11060,12874.0
11061,900.0
11062,698.0
11063,9707.0
11064,7473.0
11065,3276.0
11066,1017.0
11067,7888.0
11068,2666.0
11069,4729.0
11070,3073.0
11071,2936.0
11072,628.0
11073,713.0
11074,936.0
11075,5557.0
11076,6435.0
11077,4234.0
11078,505.0
11079,4600.0
11080,5315.0
11081,7418.0
11082,640.0
11083,1847.0
11084,1608.0
11085,2422.0
11086,3848.0
11087,914.0
11088,719.0
11089,3770.0
11090,5080.0
11091,956.0
11092,684.0
11093,1106.0
11094,777.0
11095,814.0
11096,926.0
11097,4692.0
11098,11379.0
11099,1847.0
11100,945.0
11101,537.0
11102,1245.0
11103,1945.0
11104,6403.0
11105,3082.0
11106,793.0
11107,2016.0
11108,8499.0
11109,521.0
11110,2066.0
11111,720.0
11112,1645.0
11113,3311.0
11114,472.0
11115,732.0
11116,6022.0
11117,1088.0
11118,1991.0
11119,1737.0
11120,1102.0
11121,13338.0
11122,2234.0
11123,844.0
11124,2225.0
11125,8861.0
11126,1259.0
11127,605.0
11128,4129.0
11129,5018.0
11130,10973.0
11131,905.0
11132,10339.0
11133,506.0
11134,1959.0
11135,3297.0
11136,918.0
11137,7577.0
11138,2012.0
11139,12637.0
11140,15312.0
11141,900.0
11142,3265.0
11143,11965.0
11144,7526.0
11145,1719.0
11146,1291.0
11147,2444.0
11148,1754.0
11149,4732.0
11150,1957.0
11151,1258.0
11152,1094.0
11153,2515.0
11154,1757.0
11155,755.0
11156,4320.0
11157,758.0
11158,2330.0
11159,743.0
11160,4348.0
11161,1061.0
11162,828.0
11163,1715.0
11164,626.0
11165,972.0
11166,828.0
11167,4592.0
11168,3741.0
11169,1654.0
11170,10781.0
11171,10681.0
11172,3500.0
11173,11979.0
11174,1934.0
11175,1141.0
11176,6177.0
11177,6619.0
11178,505.0
11179,5093.0
11180,773.0
11181,1107.0
11182,1273.0
11183,468.0
11184,477.0
11185,4703.0
11186,2368.0
11187,3954.0
11188,544.0
11189,15162.0
11190,1247.0
11191,3335.0
11192,9116.0
11193,8283.0
11194,1569.0
11195,4989.0
11196,6095.0
11197,17433.0
11198,1665.0
11199,537.0
11200,8036.0
11201,6115.0
11202,844.0
11203,1368.0
11204,4309.0
11205,4931.0
11206,13278.0
11207,12369.0
11208,17513.0
11209,6703.0
11210,1264.0
11211,4600.0
11212,4716.0
11213,1628.0
11214,7404.0
11215,814.0
11216,426.0
11217,1828.0
11218,2700.0
11219,12617.0
11220,608.0
11221,2478.0
11222,2809.0
11223,4082.0
11224,4702.0
11225,1436.0
11226,16140.0
11227,18374.0
11228,1369.0
11229,2036.0
11230,965.0
11231,446.0
11232,4513.0
11233,660.0
11234,921.0
11235,8814.0
11236,1450.0
11237,4189.0
11238,1643.0
11239,900.0
11240,4479.0
11241,1061.0
11242,1159.0
11243,2512.0
11244,9909.0
11245,2415.0
11246,3915.0
11247,7277.0
11248,6863.0
11249,911.0
11250,851.0
11251,8794.0
11252,2493.0
11253,4149.0
11254,465.0
11255,4047.0
11256,2550.0
11257,13903.0
11258,1001.0
11259,8662.0
11260,6463.0
11261,1123.0
11262,5329.0
11263,780.0
11264,1166.0
11265,4256.0
11266,3808.0
11267,9658.0
11268,1930.0
11269,756.0
11270,767.0
11271,829.0
11272,4471.0
11273,1892.0
11274,2079.0
11275,16174.0
11276,723.0
11277,3721.0
11278,3268.0
11279,1142.0
11280,2838.0
11281,3492.0
11282,575.0
11283,1050.0
11284,984.0
11285,2196.0
11286,2066.0
11287,1374.0
11288,3565.0
11289,1056.0
11290,1698.0
11291,3015.0
11292,975.0
11293,1624.0
11294,1956.0
11295,3167.0
11296,904.0
11297,676.0
11298,4352.0
11299,17882.0
11300,1064.0
11301,7661.0
11302,5759.0
11303,13665.0
11304,695.0
11305,1682.0
11306,18515.0
11307,942.0
11308,854.0
11309,2564.0
11310,3780.0
11311,3576.0
11312,4467.0
11313,780.0
11314,11368.0
11315,506.0
11316,719.0
11317,975.0
11318,865.0
11319,1303.0
11320,2447.0
11321,4301.0
11322,9460.0
11323,10910.0
11324,10337.0
11325,4096.0
11326,3268.0
11327,2695.0
11328,2500.0
11329,1232.0
11330,1030.0
11331,1153.0
11332,2123.0
11333,612.0
11334,1700.0
11335,2386.0
11336,597.0
11337,824.0
11338,5443.0
11339,798.0
11340,3267.0
11341,2295.0
11342,749.0
11343,863.0
11344,1415.0
11345,3548.0
11346,2355.0
11347,6449.0
11348,3258.0
11349,895.0
11350,3539.0
11351,1656.0
11352,878.0
11353,1819.0
11354,1616.0
11355,959.0
11356,886.0
11357,1079.0
11358,507.0
11359,1767.0
11360,803.0
11361,6662.0
11362,5702.0
11363,1221.0
11364,6027.0
11365,393.0
11366,666.0
11367,8411.0
11368,1740.0
11369,2794.0
11370,4211.0
11371,10523.0
11372,9571.0
11373,709.0
11374,1790.0
11375,1890.0
11376,2482.0
11377,7111.0
11378,5950.0
11379,5746.0
11380,2047.0
11381,7792.0
11382,12236.0
11383,949.0
11384,2613.0
11385,4457.0
11386,4642.0
11387,4208.0
11388,2717.0
11389,605.0
11390,972.0
11391,4469.0
11392,5316.0
11393,9230.0
11394,10267.0
11395,906.0
11396,4242.0
11397,6469.0
11398,10309.0
11399,1635.0
11400,5833.0
11401,1624.0
11402,2863.0
11403,15609.0
11404,4136.0
11405,1909.0
11406,16112.0
11407,552.0
11408,526.0
11409,415.0
11410,675.0
11411,2340.0
11412,530.0
11413,7079.0
11414,1069.0
11415,1013.0
11416,982.0
11417,3752.0
11418,2507.0
11419,2446.0
11420,712.0
11421,772.0
11422,878.0
11423,403.0
11424,3701.0
11425,3780.0
11426,450.0
11427,18791.0
11428,1354.0
11429,998.0
11430,6534.0
11431,1125.0
11432,9131.0
11433,2475.0
11434,2578.0
11435,2079.0
11436,3729.0
11437,7848.0
11438,1896.0
11439,7137.0
11440,10411.0
11441,6516.0
11442,4560.0
11443,2102.0
11444,17605.0
11445,625.0
11446,840.0
11447,1904.0
11448,2907.0
11449,2145.0
11450,640.0
11451,3923.0
11452,1783.0
11453,9900.0
11454,6393.0
11455,1716.0
11456,2753.0
11457,687.0
11458,3051.0
11459,14308.0
11460,561.0
11461,1819.0
11462,3963.0
11463,6960.0
11464,765.0
11465,984.0
11466,625.0
11467,4312.0
11468,1227.0
11469,1579.0
11470,1735.0
11471,4497.0
11472,1206.0
11473,5232.0
11474,1605.0
11475,945.0
11476,602.0
11477,7920.0
11478,1095.0
11479,2592.0
11480,2051.0
11481,684.0
11482,825.0
11483,16407.0
11484,6141.0
11485,1006.0
11486,7943.0
11487,3173.0
11488,673.0
11489,612.0
11490,11575.0
11491,8794.0
11492,746.0
11493,3774.0
11494,535.0
11495,754.0
11496,1107.0
11497,1723.0
11498,4336.0
11499,2065.0
11500,773.0
11501,6071.0
11502,3875.0
11503,12407.0
11504,13655.0
11505,2222.0
11506,813.0
11507,2513.0
11508,6618.0
11509,939.0
11510,780.0
11511,720.0
11512,1415.0
11513,2001.0
11514,879.0
11515,645.0
11516,2797.0
11517,14321.0
11518,3966.0
11519,1211.0
11520,1772.0
11521,8163.0
11522,1227.0
11523,641.0
11524,1015.0
11525,8541.0
11526,972.0
11527,1216.0
11528,558.0
11529,10053.0
11530,4195.0
11531,2699.0
11532,2169.0
11533,888.0
11534,9828.0
11535,4549.0
11536,1235.0
11537,452.0
11538,2178.0
11539,3276.0
11540,11004.0
11541,9236.0
11542,601.0
11543,1698.0
11544,449.0
11545,1263.0
11546,1734.0
11547,3002.0
11548,4255.0
11549,4072.0
11550,2843.0
11551,605.0
11552,5647.0
11553,1050.0
11554,2551.0
11555,17329.0
11556,855.0
11557,1425.0
11558,5421.0
11559,4092.0
11560,1081.0
11561,10038.0
11562,2988.0
11563,775.0
11564,9788.0
11565,743.0
11566,791.0
11567,2562.0
11568,432.0
11569,601.0
11570,1858.0
11571,5484.0
11572,1052.0
11573,4395.0
11574,6884.0
11575,6793.0
11576,1385.0
11577,1848.0
11578,5439.0
11579,3246.0
11580,1728.0
11581,2507.0
11582,1998.0
11583,904.0
11584,1571.0
11585,7358.0
11586,11848.0
11587,7512.0
11588,710.0
11589,909.0
11590,2333.0
11591,567.0
11592,2090.0
11593,863.0
11594,4372.0
11595,720.0
11596,1627.0
11597,1063.0
11598,878.0
11599,3012.0
11600,1637.0
11601,906.0
11602,670.0
11603,1080.0
11604,803.0
11605,628.0
11606,2064.0
11607,6765.0
11608,11048.0
11609,2783.0
11610,936.0
11611,17592.0
11612,2348.0
11613,3535.0
11614,11263.0
11615,419.0
11616,6399.0
11617,3539.0
11618,1575.0
11619,5356.0
11620,942.0
11621,3772.0
11622,1114.0
11623,4498.0
11624,505.0
11625,10350.0
11626,958.0
11627,4759.0
11628,710.0
11629,742.0
11630,4928.0
11631,971.0
11632,2109.0
11633,2642.0
11634,6250.0
11635,3496.0
11636,816.0
11637,3255.0
11638,1711.0
11639,2277.0
11640,658.0
11641,5937.0
11642,2833.0
11643,9355.0
11644,12991.0
11645,1438.0
11646,4916.0
11647,8745.0
11648,4123.0
11649,694.0
11650,619.0
11651,1050.0
11652,753.0
11653,571.0
11654,1439.0
11655,7415.0
11656,918.0
11657,544.0
11658,2450.0
11659,3812.0
11660,8366.0
11661,10333.0
11662,1018.0
11663,4340.0
11664,453.0
11665,1056.0
11666,3205.0
11667,10203.0
11668,1781.0
11669,670.0
11670,2694.0
11671,18115.0
11672,3197.0
11673,1753.0
11674,1181.0
11675,421.0
11676,8131.0
11677,460.0
11678,12109.0
11679,499.0
11680,854.0
11681,3468.0
11682,5455.0
11683,625.0
11684,3142.0
11685,11840.0
11686,1431.0
11687,1269.0
11688,718.0
11689,993.0
11690,2312.0
11691,4854.0
11692,11233.0
11693,7459.0
11694,7587.0
11695,665.0
11696,558.0
11697,5384.0
11698,1038.0
11699,9116.0
11700,6885.0
11701,2782.0
11702,2732.0
11703,3303.0
11704,8268.0
11705,6070.0
11706,1671.0
11707,4445.0
11708,8475.0
11709,1431.0
11710,5645.0
11711,8596.0
11712,544.0
11713,2161.0
11714,3514.0
11715,7289.0
11716,852.0
11717,625.0
11718,15509.0
11719,574.0
11720,10046.0
11721,719.0
11722,739.0
11723,1992.0
11724,828.0
11725,3737.0
11726,521.0
11727,833.0
11728,5166.0
11729,3601.0
11730,7305.0
11731,11146.0
11733,886.0
11734,1579.0
11735,4799.0
11736,6618.0
11737,882.0
11738,561.0
11739,5456.0
11740,637.0
11741,545.0
11742,2337.0
11743,732.0
11744,3187.0
11745,3825.0
11746,547.0
11747,3311.0
11748,1786.0
11749,1744.0
11750,2306.0
11751,6108.0
11752,12644.0
11753,1003.0
11754,500.0
11755,6844.0
11756,3534.0
11757,461.0
11758,5319.0
11759,5031.0
11760,8030.0
11761,648.0
11762,473.0
11763,4256.0
11764,7113.0
11765,1770.0
11766,15235.0
11767,4259.0
11768,7106.0
11769,1333.0
11770,1258.0
11771,3304.0
11772,470.0
11773,620.0
11774,1153.0
11775,6499.0
11776,730.0
11777,1568.0
11778,13363.0
11779,863.0
11780,6887.0
11781,2153.0
11782,1041.0
11783,816.0
11784,5211.0
11785,2923.0
11786,2360.0
11787,5641.0
11788,1409.0
11789,499.0
11790,417.0
11791,723.0
11792,422.0
11793,3450.0
11794,13355.0
11795,4297.0
11796,3801.0
11797,5535.0
11798,571.0
11799,775.0
11800,2670.0
11801,6288.0
11802,12334.0
11803,2075.0
11804,3555.0
11805,954.0
11806,7927.0
11807,1888.0
11808,5051.0
11809,1571.0
11810,4436.0
11811,9173.0
11812,472.0
11813,8716.0
11814,2803.0
11815,718.0
11816,1041.0
11817,8515.0
11818,14544.0
11819,4210.0
11820,6546.0
11821,4370.0
11822,1795.0
11823,2583.0
11824,1375.0
11825,13994.0
11826,9483.0
11827,4309.0
11828,3696.0
11829,852.0
11830,3024.0
11831,4320.0
11832,500.0
11833,4276.0
11834,2977.0
11835,6101.0
11836,4150.0
11837,1546.0
11838,1292.0
11839,4308.0
11840,3563.0
11841,907.0
11842,5355.0
11843,7283.0
11844,491.0
11845,434.0
11846,529.0
11847,1727.0
11848,3114.0
11849,1652.0
11850,7047.0
11851,1431.0
11852,3960.0
11853,1002.0
11854,4666.0
11855,3002.0
11856,4135.0
11857,2337.0
11858,10164.0
11859,1794.0
11860,4784.0
11861,2376.0
11862,1415.0
11863,459.0
11864,5980.0
11865,702.0
11866,530.0
11867,828.0
11868,1081.0
11869,594.0
11870,9199.0
11871,1080.0
11872,2548.0
11873,811.0
11874,716.0
11875,680.0
11876,646.0
11877,6666.0
11878,9072.0
11879,2875.0
11880,1156.0
11881,1723.0
11882,1116.0
11883,1053.0
11884,2198.0
11885,6592.0
11886,4552.0
11887,9596.0
11888,4294.0
11889,1563.0
11890,1898.0
11891,4531.0
11892,13437.0
11893,5480.0
11894,2088.0
11895,675.0
11896,599.0
11897,11077.0
11898,548.0
11899,4538.0
11900,1132.0
11901,5174.0
11902,935.0
11903,552.0
11904,6863.0
11905,2206.0
11906,2167.0
11907,1901.0
11908,3669.0
11909,4133.0
11910,852.0
11911,4284.0
11912,495.0
11913,7389.0
11914,10501.0
11915,3567.0
11916,541.0
11917,532.0
11918,1728.0
11919,15081.0
11920,1844.0
11921,5050.0
11922,802.0
11923,13728.0
11924,3239.0
11925,7127.0
11926,2703.0
11927,12327.0
11928,781.0
11929,2404.0
11930,942.0
11931,4200.0
11932,561.0
11933,8602.0
11934,6670.0
11935,403.0
11936,7513.0
11937,666.0
11938,5946.0
11939,863.0
11940,1585.0
11941,17414.0
11942,11757.0
11943,4054.0
11944,3993.0
11945,8429.0
11946,6512.0
11947,1067.0
11948,1897.0
11949,12554.0
11950,1939.0
11951,6848.0
11952,789.0
11953,2383.0
11954,1435.0
11955,1571.0
11956,1747.0
11957,12576.0
11958,1098.0
11959,874.0
11960,14502.0
11961,434.0
11962,5122.0
11963,14662.0
11964,1566.0
11965,872.0
11966,774.0
11967,2438.0
11968,677.0
11969,10614.0
11970,18239.0
11971,2676.0
11972,6204.0
11973,11976.0
11974,3251.0
11975,723.0
11976,16937.0
11977,735.0
11978,11756.0
11979,1787.0
11980,828.0
11981,10466.0
11982,2039.0
11983,3312.0
11984,3445.0
11985,2854.0
11986,880.0
11987,1662.0
11988,1613.0
11989,2787.0
11990,5438.0
11991,705.0
11992,717.0
11993,2386.0
11994,6794.0
11995,3696.0
11996,11968.0
11997,975.0
11998,7353.0
11999,6925.0
12000,765.0
12001,17460.0
12002,844.0
12003,6755.0
12004,4606.0
12005,689.0
12006,1561.0
12007,3615.0
12008,1178.0
12009,1007.0
12010,769.0
12011,5822.0
12012,1574.0
12013,8922.0
12014,11879.0
12015,7912.0
12016,3047.0
12017,1043.0
12018,1808.0
12019,11853.0
12020,2855.0
12021,605.0
12022,746.0
12023,2257.0
12024,1421.0
12025,1629.0
12026,3195.0
12027,5880.0
12028,15124.0
12029,5324.0
12030,1063.0
12031,4863.0
12032,16437.0
12033,3238.0
12034,13477.0
12035,13122.0
12036,1673.0
12037,4515.0
12038,7553.0
12039,630.0
12040,1928.0
12041,769.0
12042,1128.0
12043,1007.0
12044,1882.0
12045,11478.0
12046,949.0
12047,5650.0
12048,6399.0
12049,10577.0
12050,737.0
12051,492.0
12052,2059.0
12053,962.0
12054,1297.0
12055,1314.0
12056,2902.0
12057,3260.0
12058,5428.0
12059,9541.0
12060,7227.0
12061,1145.0
12062,444.0
12063,15836.0
12064,798.0
12065,2237.0
12066,12996.0
12067,6207.0
12068,5038.0
12069,2514.0
12070,945.0
12071,1000.0
12072,662.0
12073,1013.0
12074,894.0
12075,5522.0
12076,743.0
12077,972.0
12078,644.0
12079,1656.0
12080,1216.0
12081,631.0
12082,8118.0
12083,1689.0
12084,335.0
12085,3298.0
12086,1007.0
12087,900.0
12088,830.0
12089,5583.0
12090,1657.0
12091,775.0
12092,6104.0
12093,7230.0
12094,591.0
12095,454.0
12096,7140.0
12097,2830.0
12098,1694.0
12099,698.0
12100,982.0
12101,877.0
12102,730.0
12103,1838.0
12104,3053.0
12105,2287.0
12106,826.0
12107,2803.0
12108,17917.0
12109,5676.0
12110,823.0
12111,1007.0
12112,2433.0
12113,638.0
12114,6209.0
12115,3182.0
12116,4978.0
12117,702.0
12118,566.0
12119,835.0
12120,10098.0
12121,1723.0
12122,6340.0
12123,7949.0
12124,3644.0
12125,5028.0
12126,868.0
12127,5151.0
12128,1845.0
12129,8550.0
12130,1000.0
12131,3195.0
12132,9203.0
12133,3334.0
12134,8145.0
12135,2267.0
12136,17662.0
12137,4670.0
12138,1243.0
12139,1185.0
12140,12985.0
12141,1607.0
12142,8897.0
12143,1631.0
12144,672.0
12145,8780.0
12146,1090.0
12147,374.0
12148,939.0
12149,766.0
12150,2245.0
12151,526.0
12152,10009.0
12153,4064.0
12154,6922.0
12155,11421.0
12156,2340.0
12157,11428.0
12158,544.0
12159,11400.0
12160,979.0
12161,11228.0
12162,10138.0
12163,6085.0
12164,732.0
12165,942.0
12166,1915.0
12167,851.0
12168,3077.0
12169,4773.0
12170,7862.0
12171,1897.0
12172,454.0
12173,11850.0
12174,4467.0
12175,1966.0
12176,3564.0
12177,1801.0
12178,5516.0
12179,14445.0
12180,17988.0
12181,1705.0
12182,2159.0
12183,4121.0
12184,666.0
12185,990.0
12186,3908.0
12187,11816.0
12188,918.0
12189,1846.0
12190,1449.0
12191,1374.0
12192,743.0
12193,8333.0
12194,2690.0
12195,4751.0
12196,1098.0
12197,659.0
12198,863.0
12199,1035.0
12200,13764.0
12201,5152.0
12202,15197.0
12203,963.0
12204,11294.0
12205,1815.0
12206,1573.0
12207,2706.0
12208,827.0
12209,545.0
12210,4434.0
12211,561.0
12212,4497.0
12213,1696.0
12214,451.0
12215,980.0
12216,2047.0
12217,1083.0
12218,3308.0
12219,14737.0
12220,5190.0
12221,1600.0
12222,2801.0
12223,1588.0
12224,1629.0
12225,8058.0
12226,911.0
12227,8887.0
12228,9471.0
12229,3234.0
12230,3702.0
12231,2196.0
12232,10284.0
12233,17416.0
12234,683.0
12235,776.0
12236,1112.0
12237,736.0
12238,707.0
12239,2481.0
12240,606.0
12241,1162.0
12242,4416.0
12243,4255.0
12244,737.0
12245,1284.0
12246,1896.0
12247,710.0
12248,6350.0
12249,5608.0
12250,1018.0
12251,3888.0
12252,1962.0
12253,764.0
12254,1803.0
12255,16253.0
12257,6617.0
12258,997.0
12259,5856.0
12260,926.0
